SUPT3H	TRRAP
SLC3A2	EGFR
PDIA6	NME2
TUBB	TRAF2
CIDEA	CIDEB
HDAC4	CAMK4
GPSM2	GNAO1
SHC1	PTPN11
RGS3	YWHAE
EIF3A	EIF4A2
RTCA	RPL23A
FMNL2	CDC42
NRAS	EEF1A1
CAST	CAPNS1
EVPL	KRT1
SF3A2	CHERP
SIRT2	KAT2B
RIPK3	LIMA1
MLF2	CIAO1
LYAR	MYBBP1A
RPL8	RPS16
LGALS3BP	IKBKE
CIAO1	GAS8
GNA11	HTR2A
PSEN2	EXOC6
APC	MAD2L1
TNFRSF1A	RPS27
XRCC6	CSNK2A1
EIF4B	EIF3B
TRAT1	PIK3R1
PSMB6	PSMC5
CYP2C9	CDC37
OSMR	JAK1
NCOA6	KDM6A
CD47	P2RY2
LRP2	LCN2
NPM1	CENPA
TSPYL2	CDK2
KEAP1	MCM3
RNF115	UBE2D4
IFIT5	SARAF
LRRC61	TRIP13
FASLG	SORBS3
DYNLL1	TUBA3C
GTF2F1	ATF7IP
TP53BP1	PLK1
PSMD11	TRAF6
PSMA1	PSMC5
CNTFR	CRLF1
YWHAH	PARD6G
SMYD3	MEST
MTX1	TMBIM4
NCOA1	SMARCE1
MAP3K14	STUB1
LY6E	FCGR2B
SYCP3	PABPC1
POLR2C	INTS10
MYC	MMS19
TRAF2	TUBB4A
TGFBR1	FBXO3
MYC	FBXW8
BBS4	KRT18
MAGEB2	RPS3A
RNF103	UBE2D4
CDK3	E2F3
HSP90B1	HSPA9
GEM	YWHAB
KIF5B	RANBP2
STK38	S100B
HSPA4	GZMB
TSC22D1	SLC25A22
RAB10	RAB8A
BBS4	EPAS1
CHD1L	SUPT16H
CEP95	YWHAG
GHSR	CORT
RNF150	UBE2D2
APBB1	SF3A3
ALDH5A1	ABAT
C1QBP	RIPK3
SF3A2	HNRNPA3
CCT4	MAP3K1
EP300	TAL1
MYC	GTF2F1
CR1	C4A
C4B	CR1
SFN	PTOV1
ABCA1	MPDZ
PSMC3	PSMD14
RPL22	MAPK14
HCK	CD2AP
RANBP2	SUMO1
FSHR	APPL2
YWHAQ	DDX6
ECSIT	PRDX2
MIB2	UBE2U
XRCC5	NFKB2
AKAP1	AMY1A
SFN	PPP1R3D
UBE2D1	TRIM5
THOC1	THOC3
WBP4	SF1
TFCP2	RNF2
DYNLL1	MAP1B
CCNC	CCNH
TRPV6	CALB1
BLK	CTR9
RNF130	UBE2D4
TPT1	ATP1A1
EIF1B	RPS29
EP300	ATF2
CRYBA1	CRYBB1
MED28	MAGI3
RLIM	UBE2D4
GABARAPL2	STBD1
OSR1	TGFBR1
KRT82	ELF3
RPS5	RPL23A
SSTR2	SST
CCNB1	MAP4
SRSF1	NPM1
GRK5	SNCB
HDAC9	SIN3A
DDX47	MLH1
RIPK1	ANXA1
UBE2A	TRIM27
RPL10L	MAP3K14
TCP1	PPP2R2B
RPA2	CHD1L
RPLP2	MAP3K1
SLC9A3R2	PLCB3
PSMD12	KIAA0368
CISH	EGFR
MACF1	DISC1
ILK	DCD
CDC42	VRK2
PITPNA	PMVK
RBBP6	PIAS1
TNFRSF1A	FANCI
RIPK3	AIFM1
EP300	ELK1
DAB2	PIN1
ITCH	CPSF7
RPS27	MAP3K3
TAF5	TRRAP
RNF103	UBE2D2
RLIM	UBE2E2
TAB2	EEF1A2
POMT1	POMT2
PDGFRB	YES1
ASCC3	TRIP4
CREB3L2	RND1
PITX2	PROP1
HSPG2	NID1
SIRT2	RTN4
RNF4	UBE2E2
ANKZF1	CTTN
SCO2	MAP3K3
ASAP1	REPS2
MBD3L2	MBD3
NPM1	HDAC1
PSEN1	RPL10
TFAP2A	WWP1
PEX10	UBE2I
CDC42	ST13
PSMD2	MCC
PLK1	GORASP1
SSRP1	MCM3
RPS20	RPL12
AARS	UBA1
PTP4A3	FNTB
NKX2-3	ZNF212
DYRK1B	PAK1
RNF167	UBE2D4
PSMD11	STK24
UBE2E3	ARIH2
ERBB3	SH2D1A
VHL	CCDC59
DHX57	DDX56
CUL1	CCND1
DNAAF5	CIAO1
MMP9	CD44
GAPDH	TNFRSF1B
SF3A2	DDX46
CCT4	CCNE1
CCND1	CUL3
RPS20	RPLP0
RPS2	PRMT3
TUBA1B	TUBG1
PHF21A	RCOR1
PSMB5	PSMD13
CACNA1B	RXRB
OTUD4	ILK
PPP1CA	BCL2L1
PKD1	TLN1
GRAP2	PRPH2
ASB1	RNF7
COL9A2	MAG
MAP3K1	YWHAE
RBCK1	UBE2D4
AURKA	MYCN
RNF10	UBE2U
PREX2	MTOR
SMAD2	TGFBRAP1
DRD1	DNAJC14
COL2A1	DDR1
SF3B1	PUF60
PCNT	TUBGCP2
MAP3K1	HSP90AB1
RGS16	GNAO1
IFIT3	APOE
SERPINB9	TUBB2A
RPS20	NEDD8
ZNF593	RAB1A
E4F1	RB1
PSMA2	PSMB9
MTNR1A	HSPA5
PAK2	SH3PXD2A
MAGI2	CTNNB1
MDK	JAK2
RAG2	IPO5
IRAK2	PSEN1
NFKB2	DAP3
RAD23B	MLH1
EIF2B5	EIF2S2
CTNNBIP1	GLB1
NFKBIA	ZNF212
PTP4A1	PTP4A2
CHP1	SLC9A4
PSMB2	PSMC6
NSFL1C	STX5
HMGN1	HMGN2
REST	SMARCE1
ELANE	SERPINE1
LMNA	ALOX12B
RNF166	UBE2Z
PSMD7	ATXN3
A2M	B2M
CHRNB2	CHRNA2
FANCM	TOP3A
SIRT2	PHB2
AP2A2	AMPH
COPA	COPG2
ITGA2B	F2
STK4	RASSF4
EIF1AX	EIF5
RPS23	RPL10
RAB11FIP4	RAB11FIP3
DNM2	DYNLL1
NINL	TCEANC
ULK1	MAP1LC3C
S100A3	DLG3
IKBKG	AURKA
MSH2	IKBKG
PRKAR2A	ARFGEF2
LAMA3	SLC35E1
ATP2B2	ERBIN
DTNBP1	NBEA
MT-RNR2	IGFBP3
POLR2E	POLR2B
CACNG2	DLG1
GPS1	COPS6
CD14	ITGB2
MDM2	UBE2Z
FRA10AC1	C21orf33
VDAC1	TUBA1B
C3	PAPPA
RNF181	UBE2D4
IKBKG	RARS
UBE2D4	RNF14
PSMD6	PSMD1
PSMA6	PSMC6
HDAC2	CSNK2A2
KMT5C	RB1
ARID3A	E2F1
UBE2W	PJA2
SUPT5H	PNO1
PLEKHA5	BLOC1S6
RIPK3	SLC25A3
SREK1	RBMX
MRPS24	DDX56
TSC22D1	SFXN1
CDKN1B	KPNA3
MLLT1	DOT1L
GSK3A	NBR1
EXOSC4	EXOSC5
IKBKG	MYH10
PFAS	TRAF6
TCEB1	SPSB3
PRPF40A	HNRNPU
ELANE	SDC1
PCIF1	POLR2A
ITGA2B	CLNS1A
PCNA	CUL2
ERO1A	ERP44
WASL	CTTN
CALR	LPL
MAP3K5	PPP3R1
RPL3	RPL27A
PARP1	TRAF6
PHC2	CBX8
EWSR1	ITCH
CTNNB1	PLK1
RRAGC	LAMTOR1
BECN1	PIK3R4
CALR	SLC6A4
HSPA4L	USF2
ECSIT	ELAVL3
TFPT	TPM3
USF2	RELA
TSC22D1	GCN1
TRAF6	TGFBR1
RNF114	UBE2E2
YWHAQ	SRSF1
TROAP	TRIM23
URM1	CTU1
SMYD2	AXIN1
ZFAND5	RIPK1
MLLT1	HIST3H3
HES1	FANCA
APC	GOLGA2
NCOA7	GABARAP
RHOA	RHPN2
NEDD4	GABARAPL2
NUP93	PHLDA3
SFN	CGN
ITGB3	NID1
UBE2U	TRIM2
MAD1L1	ZW10
NONO	TCERG1
COPS4	CUL5
MAGED1	BAG6
PPP2R5A	PPP2R1B
SFN	CBL
BMPR1B	BCR
FCER2	ITGAX
MCM2	CPSF1
NEDD4	ISG15
KNL1	BUB1
PSMD11	PSMD14
GTF3C2	GTF3C4
VHL	HIF1AN
YWHAQ	LUC7L2
PPP1CC	CDK2
NDN	CERS2
PTAFR	RGS4
DGKE	PDHA1
NCOR1	CHD1
PIK3R3	AMBP
METTL2B	PSEN1
KPNA2	SLC2A2
PRPF4B	KLF13
PTGES3	COPG1
NKIRAS2	NFKBIB
HNRNPA3	YWHAE
INCENP	H2AFZ
RNF166	UBE2D3
RPL24	RPL23A
STRN	STK25
CD55	CD14
PURA	ADAP1
COPS5	MAX
BCOR	CPNE1
PPP1R14A	CSNK1E
PFDN5	ITSN1
SUMO3	CUL3
PIAS1	DNM1
INHBC	ACVR2B
UHMK1	TGFBR1
PUF60	STOM
AKT2	CASP3
SRC	CHUK
RPA2	FANCM
CNNM3	PTP4A2
PTPN13	NGFR
KHDRBS3	SRSF9
RBBP7	DHX30
RANBP2	AKAP13
ASAP1	PACSIN2
FYN	CD2AP
PDPK1	RALGDS
EWSR1	CMC4
MED14	NECAB2
HSPG2	SPARC
PEF1	C19orf57
TPT1	SNX6
PITPNA	PIK3C3
RAP2A	FKBP2
SSBP3	TAL1
FADD	EZR
TRPM2	ITPR3
WDR5	HCFC1
CDC27	ANAPC10
RBBP6	FBXO7
EPRS	MAP3K14
TUBGCP4	TRIM27
PRPSAP1	TMBIM4
THAP7	THAP11
CTNNB1	HSP90AB1
ADGRB2	GABPB1
SOCS7	SEPT6
PSMA2	PLK1
EYA3	SIX4
TBL1XR1	GPS2
TUBA1B	STARD13
CPSF6	CSTF2
MGRN1	UBE2E1
PSMB6	TRAF6
ASAP2	REPS2
SGCB	SGCA
WRAP73	COPS4
KCNJ3	KCNJ6
STYXL1	EHD4
HSPBP1	MAP3K1
E2F1	CDK2
CCNA1	MCC
PSEN2	FBXL12
EPC1	TRIM27
RPL37A	RPL15
CDK5RAP3	SMNDC1
DNM2	PEF1
ZNF211	NDEL1
CD22	PIK3R1
UBE2Z	DZIP3
SF3A2	SF3A3
MAP4K5	ABL1
MAP3K1	RPLP0P6
GRIP1	PSMB9
MEF2B	TEX11
SOS1	SNX9
IGF2	INSR
CFHR4	CDC42
EML2	NEK6
JPH3	STK24
TFAP2A	SH3BP4
CYTH3	GRASP
CCNB1	PKMYT1
ZNF521	SMAD4
MAP4K3	SORBS1
RMI2	RMI1
PSMB3	VHL
SUB1	TAF1
UBE2W	RFWD3
VHL	MCM7
HSPA8	RB1
STK16	EBLN2
TGM2	COL18A1
NACC1	HDAC3
GNAI2	GNB1
ADCY5	PRKCA
HDAC2	EID2
S100A9	TAGLN
SND1	POLR2A
PCNA	GAPDH
NCOA6	XRCC5
DARS	GARS
MPP6	SKIV2L2
UBE2E2	PCGF2
PSMD10	PSMD2
TF	IGFBP4
TF	IGFBP4
STK16	VHL
GIT1	PAK2
PSEN1	ENSA
MAPK14	CCDC14
CD247	JAK3
UBE2D3	TRIM5
GRB7	RND1
SNCG	MAPK1
EDNRB	NOS3
TUBB	RELB
MLST8	RHEB
SUMO1	HDAC9
TOP3A	FANCA
STIP1	PSMC6
SH3GLB2	SREK1
TTF1	BAZ2A
CNOT6L	BTG2
UPK3A	UPK1B
RADIL	ATIC
NPM1	PA2G4
CCT8	MAP3K1
VIM	HAP1
CUL2	MRM3
MAP3K1	DDB1
BTBD6	DAXX
TRAF2	MAST2
CDC20	CCDC59
MED1	MED13
RHOBTB1	SMAD2
APBB1	SFPQ
SMC1A	CDK4
ERF	XPO1
MBTPS1	CANX
MYC	DDX24
UBE2E3	RNF114
KIF4A	TTF2
ERCC6	XAB2
ATF7IP	ZNF350
RARA	CCND3
RNF5	UBE2U
PRDX2	MAST1
MARK1	SFN
CTNNB1	ABL1
APC	NUP98
EGFR	ZPR1
GCN1	CAMKK2
SRC	STAT5A
KAT2B	GATAD2B
KRT18	SHC1
TIMM50	MAP3K1
GRIN2B	LIN7B
PDIA3	EFEMP1
FOXA2	GSC
RHOA	ARHGDIB
MYBBP1A	MYB
ACTB	EZR
RAD23A	LOXL4
SUFU	HMGA1
RPS5	RPS14
ARL6IP1	ARL4D
SPA17	ROPN1
PTRF	EGFR
DST	TRAF3IP1
IPO4	TNPO1
BMP4	STAP2
IKBKG	MYH9
HCK	SOS1
ATP5O	ATP5B
MAP3K1	TUBB4A
HSPA8	CCT3
PSMA6	PSMB8
SUMO1	JUN
DEAF1	GSK3B
MMP9	TIMP1
HSPA5	SH3BP4
ARHGAP29	RAP2A
CD93	COL4A6
CHRNA7	APP
HIP1	CLTB
IL1R1	IRAK1
CDC25B	FOXM1
USP7	MAGEB2
KIF22	SIAH1
GAST	MEP1B
RPL12	RPL23A
HCK	MED28
CITED1	TFAP2C
CRHR2	CRH
PLSCR1	SHC1
RPL12	MRPL12
CLTC	ATG16L1
PRPF40A	SF3B3
IPO4	VAV2
KCNJ9	KCNJ3
RPS25	RPS12
APC	GSK3B
SUMO2	EEF1G
RPLP2	NFKB2
ATP5A1	MAP3K3
RNF19A	SOD1
BTRC	CD4
AGTR1	PLCG1
RNF167	CCDC59
NDN	PJA1
PSTPIP1	WASF1
COL18A1	GPC1
CTBP2	KLF3
ACTC1	EZR
GRP	GRPR
TRAF3IP1	ABI2
UBE4A	UBE2D4
MEGF10	AARS2
EEF2	EIF4A1
RPL8	RPL27A
LTB4R	GNA15
EEF1A1	RAD23B
CIAO1	USP11
DMTF1	CCND1
CASP9	BCL2L1
STXBP2	VAMP2
NCOR1	SIN3A
RPS3	RPL10A
CLPB	TTF2
SSTR4	SST
RAD1	RPA1
RNF31	NOS3
MRTO4	RPL23A
ORM1	ALB
FOXG1	HES1
CDCA8	SGO2
GAPDH	DYNLL1
TRAF2	PTPN2
NMUR1	NMS
ATF2	GTF2F2
VHL	TARS
DNAJC7	MAP3K3
ACTB	PROM1
SRSF1	CIR1
HIST1H2AB	HIST1H3A
COPS5	COPS7B
MED28	YES1
SIL1	HSPA5
TNKS1BP1	CNOT6
VIM	HNF1A
APP	NGFR
PDCD6IP	PHLDA3
KPNA6	CSE1L
RIPK1	BIRC3
CBFA2T3	ZNF652
UHMK1	SMAD4
CHFR	UBE2E2
RNF185	UBE2D4
TWIST1	GLI3
KIAA1328	APC
UBE2W	RNF103
RFWD3	UBE2D4
CASKIN1	CASK
DLG4	BEGAIN
UBE2I	ZMYM2
EFS	FYN
WDR5	DTL
OPRD1	GNAI2
BOC	CTNNB1
MAGI1	FCHSD2
DAXX	AXIN1
TUBGCP4	EFHC2
GNAI2	OPRM1
GAPDH	MYOC
UBE2E3	RING1
MAX	PPP1CC
PTPN3	YWHAG
IL2RG	STAT5A
IL2RA	ICAM1
PXN	TUBG2
DDX21	YWHAE
VASP	SAT1
DHX36	PRKAB1
SELPLG	SELE
GCH1	CNRIP1
STYXL1	ATXN10
TRAF1	TUBA3C
GGA2	CLTC
STRAP	EP300
TOMM20	UCP1
ACTA1	PHACTR1
RIN3	RAB5B
RNF4	UEVLD
RC3H2	UBE2N
NEDD4L	YWHAH
PSMB1	PSMD6
MTA2	PARK7
CBLB	PIK3R1
VBP1	MAP3K3
RAB11A	STX4
FBLN2	COL4A1
CTNNBIP1	CPVL
AHR	DDB1
AGO2	TNRC6A
RNF19A	TUBG1
SMARCD1	JUN
SPI1	SSRP1
A2M	MGEA5
CDKN1B	YES1
TRAF2	PARP1
ARPC5L	ACTR3
EIF6	YARS
TNIK	CLU
CTTNBP2NL	STK24
SMG9	SMG8
TRA2B	NGFR
EPRS	TFE3
EXOC1	MACF1
RGS12	ITGB7
SMARCB1	POLR2A
HDAC4	SIRT1
CASP4	MSH6
MEIS1	HOXB1
LIFR	CTF1
GCH1	MAPK12
ELN	ASS1
ACTN2	CAPN1
RPL4	RPS5
CDC45	POLA1
PSMD11	PSMA1
PAF1	TCEA1
LRBA	TUSC2
RGS9	GUCY2D
KMT5A	PCNA
VHL	PKD1L3
PSMD8	PSMA6
BTG2	CNOT1
DCN	COL1A2
CRYAB	HSPB8
RNF4	UBE2E1
RPS7	NEDD8
MAST1	ELAVL3
SREK1	PARP1
PARK2	PINK1
NUDT1	MRM3
IKBKG	HSPA9
RIPK1	TUBA3C
RAD51	FANCD2
RUVBL1	TBP
RRP9	RAP2A
IKBKG	PPP1CC
PLAA	PLA2G1B
CKAP5	TACC1
KIF5C	YWHAG
PSMC3	PSMC2
RASGRF1	RHOA
TRIM8	UBE2D3
CBR1	MCC
TUBB	TRADD
FBXO44	SMAD1
MAP3K14	EXOSC10
TUBA4A	CALB2
HSPA8	TRAF2
BGN	SGCA
ZAP70	TUBA4A
SMARCC2	SMARCD1
EP300	SP1
HEATR1	PTP4A3
PIN1	CDK11B
NFKBIA	IKZF4
COL3A1	DDR2
DDR2	COL3A1
MED26	MED9
PSMD14	PSMA1
FOS	MAPK1
PIAS1	MYB
MED14	MED9
RNF32	LZTS2
PSMB1	PSMC5
IL12B	IL12RB1
NDN	AUP1
ACTR2	CTTN
PTGES3	COPG2
CSNK2A1	FIBP
RPS27	TRADD
HSPA8	RIPK3
SUV39H1	SIRT1
MYBL2	E2F3
CXCR1	CXCR2
UBR3	UBE2A
FOXA2	NCOA1
CHUK	TUBA3C
PIN1	BCLAF1
SMAD2	MYC
FYN	MAP2
ALPP	GPLD1
BTBD2	TOP1
RIPK3	MYO1C
GABARAPL2	HBG1
MYBL2	CDK9
CHFR	UBE2E1
TGFBR1	TNNT1
NOP58	NOC4L
HIST1H2AB	NAP1L4
CR1	FUT4
MYCN	YAF2
CEBPA	CDX1
RORA	NCOA2
YWHAH	REM1
YWHAE	XPO1
PSMB4	POMP
EP300	ZRANB2
MUC7	HTN3
RANBP1	CD93
PPP2R2A	FAM107A
CDK8	MED23
TUBG1	PLK1
PRKCD	IRS1
MAPK8	MAP1B
IGF2BP2	PUF60
EEF2	HSPD1
PRKCZ	RPS6KB1
TUBB4A	TRADD
PDGFRB	SNX4
GMNN	NCF1
UBE2N	HLTF
PTS	WDYHV1
TYK2	PIK3R1
KARS	DARS
AMH	AMHR2
SREK1	SRSF8
YWHAH	CREBBP
BCKDK	CAB39L
HSPA4	TRAF2
PSMD7	SLC2A4
RNF115	UBE2D3
AHR	CTNNB1
NME2	AK2
ARRB1	RTF1
HSF2	HSF2BP
FASLG	CASP10
EEF2	RAD23A
PA2G4	NCL
HLA-DQB1	CD4
EIF3L	EIF3B
PSMD3	PSMD13
FOS	CLU
TUBGCP4	CHIC2
UBE2E3	RNF166
BSG	ATXN10
PRKDC	NFKB2
UBE2G2	RNF26
RPL17	RPS2
TRAIP	UBE2Z
PHB2	RELA
FZR1	VHL
EXOC6	GCDH
EDNRA	ARRB1
HP	CD22
NEDD4	RPAP3
DTNBP1	KIAA0408
EP300	GATA2
APP	CASP6
STUB1	MAP3K2
ANXA6	MLH1
SLC35F6	TBPL1
CGNL1	YWHAG
PSMB2	PSMB8
CDC37	IRAK1
ITSN2	YTHDF1
KARS	MARS
CDK3	CCNA2
DAPK1	YWHAB
SRSF1	SF3A2
EEF1D	CAMSAP2
UXT	MAP3K3
CD38	CD4
UBE2D1	LRSAM1
NDUFS3	NDUFA9
UBE2D1	OTUB1
MPG	GOT2
RPL23A	RPL27A
UBE2D1	TOPORS
UBE2D1	RNF165
ACTN2	KAT2B
GABARAPL1	GBAS
RASA1	SPSB1
FIBP	C2CD5
PSMC3	PSMC1
MITF	CTNNB1
IKBKG	HSPA1L
PAF1	LEO1
HDAC2	HCFC1
BRD4	RFC4
KCNQ3	KCNQ4
MED9	MED16
TIMM22	PDCD6
TNFRSF10D	PFAS
RPL36	PRKRA
MRPL11	MRPL15
USP17L7	USP26
SYNCRIP	SF3A2
TRAPPC2	ZBED1
RADIL	CCNH
FLNB	MLH1
PSMF1	DVL3
AARSD1	ARPC2
BMP1	LAMB3
DDX56	DHX37
TNFRSF25	TNFSF12
RNF220	UBE2E2
BAZ1B	BAZ1A
BDKRB2	PTPN11
IL17RA	TRAF3IP2
MARCH5	UBE2I
MORF4L1	KAT8
EPB41L2	YWHAG
SRC	MT-ND2
PAX6	HOMER3
RAB17	CHMP6
UBE2I	PIAS3
TGFB1	LAMB1
PSMD8	PSMD14
PRKCQ	HABP4
NPAS4	ARNT2
PTPRC	FCGR3A
PSMD1	RAD23B
HSPA5	IKBKB
MRPS14	DDX56
CSF3R	JAK2
PURA	PURB
PLEKHA5	CEP350
SMC6	SMC5
UBE2W	UHRF2
RPA4	XPA
FBXW5	TGFBR1
CAV1	SDPR
XRCC5	HIST1H3A
HSF1	GTF2B
CDK18	SEC23A
POLA1	CDK2
ARPC1A	ARPC4
IKBKE	HNRNPH1
HDAC2	SPEN
DNAJA1	MAP3K3
CCT8	TBK1
PSMD12	PSMA6
NLRC4	NAIP
POLR2C	MED27
CHD7	SMARCC1
FKBP4	S100A6
NOXO1	TGFBR1
MDFI	GDF15
CPSF1	CPSF3
CUL2	DLG3
HIST2H2BE	MAP4K4
SMAD2	SMARCC1
DPM2	DPM1
FHL1	NRIP1
UBE2W	TRIM2
IKBKG	KIAA0368
SMARCB1	RB1
HIST1H3A	CBX5
PSMC3	VHL
MDM2	RPS27
PSMD1	PAAF1
CDH19	CDH6
ATF3	NFKB1
SMARCC2	ITCH
CABLES2	CDK5
TRAF6	NUMBL
HRAS	CDC25B
SERPINB13	CTSG
ACTR1B	DCTN1
ICAM4	RHAG
KNTC1	VHL
PRDX1	PPP2R1B
MYCBP2	YWHAB
STX1A	SEPT2
BRF2	HACD3
HABP2	COL4A5
MASP1	C2
PPM1D	H2AFX
SNRPD1	CLNS1A
UBE2D1	UBE4A
MAGED1	EIF3E
STK24	STRN4
POLR3C	GTF3C4
LDOC1	PSMA1
USP14	PSMD11
CEBPB	MAPK1
EIF1B	HPRT1
CELSR3	TRIP12
PDPK1	PRKCD
YWHAE	EIF3E
ZBTB8OS	PRKCH
SLC9A3	SLC9A3R2
STXBP2	STX3
RPL23A	RPL30
HOOK1	VPS41
RNF25	UBE2D4
LGALS3	MYOC
MMP9	FN1
EIF6	TUFM
RNF111	CREB1
GIPC1	NUP93
UBE2L6	RNF150
STK16	PASK
PLEKHA5	KANSL1
CORO1B	ARPC2
SLC2A4	SERPINH1
MAGEA6	DDOST
MAGEA6	DDOST
TRIM3	UBE2U
STRAP	HSF1
KRT82	DLG3
COPS6	CUL5
CDK5	CDC37
TNFAIP3	CCDC50
FYN	PIK3R1
KPNB1	TRAF6
OSMR	JAK2
MAPK1	ARHGAP9
RASD1	GNB1
DDX56	MRPS34
YBX1	ANKRD2
PSMD8	PSMA2
APCS	FCGR1A
TRAF2	RHEBL1
ELP2	STAT5B
SFN	HDAC5
ITGB1	RABGAP1
BCL2L1	IRS1
MDM2	IRF2
ACTB	CPNE1
RASA1	FES
HNRNPF	VAV2
HNRNPH1	MAP3K3
ADGRB2	SHANK2
FTL	MPP6
HTT	NBR1
HTT	NBR1
CDC42BPB	BRIX1
XRCC6	PGR
PAGR1	NCOA1
ENG	TGFB2
MYC	EP400
NUDT21	NEDD4
VPS51	VPS52
IKBKE	DDX58
PSMC2	PSMA1
ITGA2	COL8A1
UBE2Q2	RNF111
MCM7	NEK6
NAT10	LYAR
LIN7A	DLG2
RPL38	RIPK2
MDM2	GTF2E2
FUBP1	CCNH
SRC	AFAP1
HSPA5	PCSK7
HSBP1	HSF1
C20orf24	GCN1
MYC	MYBBP1A
DUSP1	MAPK12
IRS2	YWHAB
RPL12	RPL3
RUVBL1	AR
CD247	TRAT1
AMFR	UBE2N
PSMB5	PSMD4
RNF32	IFIT5
PCBD1	CACNA1C
FAM53C	YWHAG
NEFM	STXBP1
AR	RNF6
AP3B1	BUB1B
IKBKE	CCT5
HNRNPC	ILF3
ATF2	RUVBL2
STAT1	HSP90AB1
IFI35	MAPK1
TCP11	VAV2
CHFR	UBE2D1
ACHE	LAMA1
ARL6IP5	CCR5
MYH10	MCC
HNRNPU	PLCG1
ACTR2	ARPC3
CHEK1	RB1
SFN	IRS1
DUSP1	UBB
ZRANB2	AKAP17A
RXFP2	RLN2
RAB8A	OCRL
PPARG	FABP1
KCNA5	ERBIN
PML	MXD1
HSPA1L	MAP3K1
RING1	UBE2E2
TUBGCP4	LZTR1
TNFRSF4	TRAF5
NF1	SDC2
CTNNB1	TGFBR1
CTNNB1	PYGO1
PXN	ABL1
SLC25A3	TNFRSF1B
ACVR2A	ACVR2B
PLG	CXCL2
CNOT2	GPS2
STK16	ROCK2
BIRC3	COMMD1
ILK	DPM1
UBA2	NEDD8
SGO1	PPP2R5D
BBS7	PAX2
ATAD3A	TRADD
PLEKHA5	KIF3A
CD44	CD4
CASP1	ATXN3
MCM2	MCM4
IKBKB	YWHAB
CCAR2	NEK6
CHEK2	ASF1A
LAD1	COL17A1
STX1A	CACNA1D
RELB	NQO2
PSMB1	PSMA4
EP300	PIAS3
LYAR	KRT82
TUBA4A	GRM7
TAC4	TACR2
CLTC	TRADD
PJA1	ZNF440
RUVBL2	NME2
TRAF3IP1	WAC
MAP3K4	PTK2B
CREM	CREB3L1
ABL1	ADAM15
MYC	GTF3C3
HSPB8	HSPB3
OSGEP	TPRKB
COL4A4	CD93
MYH10	RELA
RNF32	FIBP
PRDX2	EXOC6
CSNK2A1	PAK1
MYC	TP73
H2AFY	HIST1H3A
TTI1	ATR
CDC34	NEDD8
WBP4	NONO
PSMB6	FBL
RPL35A	MAP3K1
SWAP70	PARP1
UBE2U	TRIM54
IKBKG	HSPA5
BUB1B	KAT2B
NIF3L1	PAICS
ENKD1	YWHAE
SFPQ	PSPC1
SFPQ	RELA
SRSF2	SF3A2
PSMD3	PSMD6
MAEA	GID8
EIF3F	EIF3E
NCOA1	BCL3
TBK1	CCT7
NPDC1	E2F1
CSNK2A1	XRCC5
SREBF2	SCAP
RNF11	UBE2U
RUNX1T1	ZNF652
MNT	SIN3A
PTCD3	IFITM2
CTNND2	ERBIN
DGKZ	LEPR
PSMB6	PSMA6
MEGF10	ITSN2
STK24	SLMAP
MTNR1A	RAB10
ALB	ST13
KCNV2	KCNB1
MDM2	GNL3L
AP3B1	BUB1
DYNC1H1	SNRPB
NCOR1	TAB2
HSPA8	NLRP12
USP11	PCGF2
WDR77	POLR2C
COL4A2	MATN2
ZNF3	ZNF212
SRC	ASAP2
EFS	PTK2B
TRIM35	UBE2D2
SNRNP200	MCC
SIAH1	ATN1
SERPINB6	F2
EIF3B	EIF5
COL4A3	FN1
SNRPD2	SNW1
FBXW5	SMAD1
TRIM23	UBE2E2
EP300	NFYB
PRPH	PRPH2
PDCD10	STK26
MYO1E	EMD
DGKE	NUF2
RALBP1	TNFRSF1A
MAPK8IP1	MAP3K12
MYOD1	MEF2A
PIN1	TFG
VASP	XPO6
HSPA5	F8
ATP2A3	WRAP73
MAST1	APOE
SKAP2	FASLG
ATIC	CDK2
NUP93	NUP62
SFN	ZNF638
UBE2U	PCGF1
EP300	SENP3
LDLR	APOE
CTSL	CST7
TSC22D1	DYNC1H1
BICD1	DCTN1
RPL18	RELA
UBE2N	CADPS2
LRP5	MESDC2
BMPR1A	TGFBRAP1
DTX3	UEVLD
MAD2L2	RBBP6
AGAP2	HOMER2
PLS3	SOD1
ATP6V1D	ATP6V1E1
FNTA	VAV2
SF3A2	HNRNPAB
KMT2C	MAPK14
SRGAP2	DISC1
PUF60	HNRNPL
DISC1	KIFAP3
TOPORS	UBE2W
JUND	TBP
KPNB1	RANBP1
YWHAQ	SAMD4B
ASB4	HIF1AN
VIM	RELA
CBX6	PCGF1
SHH	PTCH1
ZNF175	CDC42
HDAC1	HCFC1
CASP8	COPS6
SNX33	ADAM15
ZNRF4	UBE2D2
MAP3K7	RPLP0P6
APBB1	ABI1
SF3A2	CDC5L
ITGB3	GULP1
RUVBL2	USP7
ACTN2	GRIN1
C1QA	HRG
SHC1	FGFR1
EP300	SREBF2
FZD8	LRP6
FBLN2	COL4A3
KNG1	CAPN1
KIF3C	DISC1
CBFA2T3	ZBTB47
DCN	FBN1
NCKAP5	APC
PRPF40A	CCT7
WDR1	CFL1
ATF2	EDF1
TRMT112	RGS20
STK4	RASSF2
HDAC5	TAB2
