HGNC ID	Approved Symbol	Status	Previous Symbols	Entrez Gene ID	RefSeq IDs
HGNC:243	ADD1	Approved	-	118.0	NM_014189
HGNC:244	ADD2	Approved	-	119.0	NM_001617
HGNC:245	ADD3	Approved	ADDL	120.0	NM_019903
HGNC:48682	ADD3-AS1	Approved	-	100505933.0	-
HGNC:247	ADFN	Approved	-	122.0	-
HGNC:21212	ADGB	Approved	C6orf103	79747.0	NM_024694
HGNC:13838	ADGRA1	Approved	GPR123	84435.0	-
HGNC:49543	ADGRA1-AS1	Approved	GPR123-AS1	-	-
HGNC:17849	ADGRA2	Approved	GPR124	25960.0	-
HGNC:13839	ADGRA3	Approved	GPR125	166647.0	-
HGNC:943	ADGRB1	Approved	BAI1	575.0	NM_001702
HGNC:944	ADGRB2	Approved	BAI2	576.0	NM_001703
HGNC:945	ADGRB3	Approved	BAI3	577.0	-
HGNC:19893	ADGRD1	Approved	GPR133	283383.0	NM_198827
HGNC:18651	ADGRD2	Approved	GPR144	347088.0	NM_182611
HGNC:3336	ADGRE1	Approved	TM7LN3, EMR1	2015.0	-
HGNC:3337	ADGRE2	Approved	EMR2	30817.0	-
HGNC:23647	ADGRE3	Approved	EMR3	84658.0	NM_032571
HGNC:19240	ADGRE4P	Approved	GPR127, EMR4, EMR4P	326342.0	NR_024075
HGNC:1711	ADGRE5	Approved	CD97	976.0	NM_078481
HGNC:18990	ADGRF1	Approved	GPR110	266977.0	NM_153840
HGNC:18991	ADGRF2	Approved	GPR111	222611.0	NM_153839
HGNC:18989	ADGRF3	Approved	GPR113	165082.0	NM_153835
HGNC:19011	ADGRF4	Approved	GPR115	221393.0	NM_153838
HGNC:19030	ADGRF5	Approved	GPR116	221395.0	NM_015234
HGNC:32922	ADGRF5P1	Approved	GPR116P1	389740.0	-
HGNC:32921	ADGRF5P2	Approved	GPR116P2	441416.0	-
HGNC:4512	ADGRG1	Approved	GPR56	9289.0	-
HGNC:4516	ADGRG2	Approved	GPR64	10149.0	-
HGNC:13728	ADGRG3	Approved	GPR97	222487.0	NM_170776
HGNC:18992	ADGRG4	Approved	GPR112	139378.0	-
HGNC:19010	ADGRG5	Approved	GPR114	221188.0	NM_153837
HGNC:13841	ADGRG6	Approved	GPR126	57211.0	-
HGNC:19241	ADGRG7	Approved	GPR128	84873.0	-
HGNC:20973	ADGRL1	Approved	LPHN1	22859.0	NM_014921
HGNC:18582	ADGRL2	Approved	LPHH1, LPHN2	23266.0	NM_012302
HGNC:20974	ADGRL3	Approved	LPHN3	23284.0	-
HGNC:50604	ADGRL3-AS1	Approved	LPHN3-AS1	101927186.0	-
HGNC:20822	ADGRL4	Approved	ELTD1	64123.0	NM_022159
HGNC:17416	ADGRV1	Approved	USH2C, MASS1, GPR98	84059.0	NM_032119
HGNC:249	ADH1A	Approved	ADH1	124.0	NM_000667
HGNC:250	ADH1B	Approved	ADH2	125.0	NM_000668
HGNC:251	ADH1C	Approved	ADH3	126.0	NM_000669
HGNC:252	ADH4	Approved	-	127.0	NM_000670
HGNC:253	ADH5	Approved	FDH	128.0	NM_000671
HGNC:22976	ADH5P2	Approved	-	343296.0	-
HGNC:22991	ADH5P3	Approved	-	100131810.0	-
HGNC:21377	ADH5P4	Approved	ADH5B	642443.0	XM_208352
HGNC:255	ADH6	Approved	-	130.0	NM_000672
HGNC:256	ADH7	Approved	-	131.0	NM_000673
HGNC:16354	ADHFE1	Approved	-	137872.0	NM_144650
HGNC:30576	ADI1	Approved	-	55256.0	NM_018269
HGNC:28606	ADIG	Approved	-	149685.0	NM_001018082
HGNC:13633	ADIPOQ	Approved	ACDC	9370.0	NM_004797
HGNC:40648	ADIPOQ-AS1	Approved	-	100874095.0	NR_046662
HGNC:24040	ADIPOR1	Approved	-	51094.0	NM_015999
HGNC:44910	ADIPOR1P1	Approved	-	645220.0	NG_022165
HGNC:44911	ADIPOR1P2	Approved	-	390503.0	NG_022863
HGNC:24041	ADIPOR2	Approved	-	79602.0	NM_024551
HGNC:24043	ADIRF	Approved	C10orf116	10974.0	NM_006829
HGNC:45127	ADIRF-AS1	Approved	-	100133190.0	-
HGNC:257	ADK	Approved	-	132.0	NM_001123, NM_006721
HGNC:259	ADM	Approved	-	133.0	NM_001124
HGNC:28898	ADM2	Approved	-	79924.0	NM_024866
HGNC:27293	ADM5	Approved	C19orf76	199800.0	NM_001101340
HGNC:15766	ADNP	Approved	-	23394.0	NM_181442
HGNC:51227	ADNP-AS1	Approved	-	101927631.0	NR_110009
HGNC:23803	ADNP2	Approved	ZNF508	22850.0	NM_014913
HGNC:23506	ADO	Approved	C10orf22	84890.0	NM_032804
HGNC:262	ADORA1	Approved	-	134.0	NM_000674
HGNC:263	ADORA2A	Approved	ADORA2	135.0	NM_000675
HGNC:37122	ADORA2A-AS1	Approved	C22orf45	646023.0	NR_028483
HGNC:264	ADORA2B	Approved	-	136.0	-
HGNC:265	ADORA2BP1	Approved	ADORA2BP	137.0	NG_000843
HGNC:268	ADORA3	Approved	-	140.0	NM_000677, NM_020683
HGNC:25250	ADPGK	Approved	-	83440.0	NM_031284
HGNC:44144	ADPGK-AS1	Approved	-	100287559.0	NR_040107
HGNC:269	ADPRH	Approved	-	141.0	NM_001125
HGNC:21303	ADPRHL1	Approved	-	113622.0	NM_138430
HGNC:21304	ADPRHL2	Approved	-	54936.0	NM_017825
HGNC:30925	ADPRM	Approved	C17orf48	56985.0	NM_020233
HGNC:277	ADRA1A	Approved	ADRA1C	148.0	NM_033303
HGNC:278	ADRA1B	Approved	-	147.0	-
HGNC:280	ADRA1D	Approved	-	146.0	NM_000678
HGNC:281	ADRA2A	Approved	ADRA2, ADRA2R	150.0	NM_000681
HGNC:282	ADRA2B	Approved	ADRA2L1, ADRA2RL1	151.0	-
HGNC:283	ADRA2C	Approved	ADRA2L2, ADRA2RL2	152.0	NM_000683
HGNC:285	ADRB1	Approved	ADRB1R	153.0	-
HGNC:286	ADRB2	Approved	ADRB2R	154.0	NM_000024
HGNC:288	ADRB3	Approved	-	155.0	NM_000025
HGNC:15759	ADRM1	Approved	-	11047.0	-
HGNC:291	ADSL	Approved	-	158.0	NM_000026
HGNC:292	ADSS	Approved	-	159.0	NM_001126
HGNC:20093	ADSSL1	Approved	-	122622.0	-
HGNC:21214	ADTRP	Approved	C6orf105	84830.0	NM_032744
HGNC:303	AEBP1	Approved	-	165.0	NM_001129
HGNC:24051	AEBP2	Approved	-	121536.0	NM_153207
HGNC:25722	AEN	Approved	ISG20L1	64782.0	NM_022767
HGNC:307	AES	Approved	-	166.0	NM_198969
HGNC:309	AF8T	Approved	-	-	-
HGNC:310	AFA	Approved	-	-	-
HGNC:24017	AFAP1	Approved	-	60312.0	NM_021638
HGNC:28141	AFAP1-AS1	Approved	AFAP1AS, AFAP1-AS	84740.0	NM_032654
HGNC:26714	AFAP1L1	Approved	-	134265.0	NM_152406
HGNC:25901	AFAP1L2	Approved	KIAA1914	84632.0	NM_032550
HGNC:312	AFD1	Approved	-	-	-
HGNC:7135	AFF1	Approved	PBM1, MLLT2	4299.0	NM_005935
HGNC:3776	AFF2	Approved	FMR2	2334.0	NM_002025
HGNC:41334	AFF2-IT1	Approved	-	-	-
HGNC:6473	AFF3	Approved	LAF4	3899.0	NM_002285
HGNC:17869	AFF4	Approved	-	27125.0	NM_014423
HGNC:314	AFG3L1P	Approved	AFG3, AFG3L1	172.0	NR_003226
HGNC:315	AFG3L2	Approved	SCA28	10939.0	NM_006796
HGNC:24169	AFG3L2P1	Approved	AFG3L2P	347028.0	-
HGNC:316	AFM	Approved	-	173.0	-
HGNC:20910	AFMID	Approved	-	125061.0	XM_058889
HGNC:317	AFP	Approved	HPAFP	174.0	-
HGNC:25951	AFTPH	Approved	-	54812.0	NM_017657
HGNC:318	AGA	Approved	-	175.0	NM_000027
HGNC:16922	AGAP1	Approved	CENTG2	116987.0	NM_014914
HGNC:41427	AGAP1-IT1	Approved	-	100506749.0	-
HGNC:16921	AGAP2	Approved	CENTG1	116986.0	NM_014770
HGNC:48633	AGAP2-AS1	Approved	-	100130776.0	NR_027032
HGNC:16923	AGAP3	Approved	CENTG3	116988.0	NM_031946
HGNC:23459	AGAP4	Approved	CTGLF1, AGAP8, CTGLF5	119016.0	NM_133446
HGNC:23467	AGAP5	Approved	CTGLF2	729092.0	XM_001132585
HGNC:23466	AGAP6	Approved	CTGLF3	414189.0	NM_001077665
HGNC:23465	AGAP7P	Approved	CTGLF4, AGAP7	653268.0	NM_001077685
HGNC:23463	AGAP9	Approved	CTGLF6	642517.0	XM_001716810.2
HGNC:23659	AGAP10P	Approved	AGAP10, CTGLF7, CTGLF10P	653234.0	NG_005805
HGNC:29421	AGAP11	Approved	-	119385.0	NM_133447
HGNC:23661	AGAP12P	Approved	CTGLF12P	414224.0	-
HGNC:23499	AGAP13P	Approved	CTGLF9P	728005.0	-
HGNC:23660	AGAP14P	Approved	CTGLF11P	653259.0	NG_005806
HGNC:26504	AGBL1	Approved	-	123624.0	NM_152336
HGNC:48617	AGBL1-AS1	Approved	-	727915.0	-
HGNC:26296	AGBL2	Approved	-	79841.0	NM_024783
HGNC:27981	AGBL3	Approved	-	340351.0	NM_178563
HGNC:25892	AGBL4	Approved	-	84871.0	NM_032785
HGNC:41482	AGBL4-IT1	Approved	-	-	-
HGNC:26147	AGBL5	Approved	-	60509.0	NM_021831
HGNC:41133	AGBL5-AS1	Approved	-	-	-
HGNC:41484	AGBL5-IT1	Approved	-	-	-
HGNC:320	AGER	Approved	-	177.0	NM_001136
HGNC:5175	AGFG1	Approved	HRB	3267.0	NM_004504
HGNC:5177	AGFG2	Approved	HRBL	3268.0	NM_006076
HGNC:24684	AGGF1	Approved	-	55109.0	NM_018046
HGNC:38051	AGGF1P1	Approved	-	100132380.0	-
HGNC:38052	AGGF1P2	Approved	-	644435.0	NG_005569
HGNC:38053	AGGF1P3	Approved	-	391552.0	-
HGNC:38054	AGGF1P4	Approved	-	100129351.0	-
HGNC:51741	AGGF1P5	Approved	-	100128103.0	-
HGNC:51744	AGGF1P6	Approved	-	-	-
HGNC:51740	AGGF1P7	Approved	-	100132606.0	-
HGNC:51745	AGGF1P8	Approved	-	100128804.0	-
HGNC:51746	AGGF1P9	Approved	-	100127958.0	-
HGNC:51747	AGGF1P10	Approved	-	100288774.0	-
HGNC:21869	AGK	Approved	MULK	55750.0	NM_018238
HGNC:37661	AGKP1	Approved	-	359793.0	NG_002810
HGNC:321	AGL	Approved	-	178.0	NM_000028
HGNC:18407	AGMAT	Approved	-	79814.0	NM_024758
HGNC:33784	AGMO	Approved	TMEM195	392636.0	NM_001004320
HGNC:323	AGMX2	Approved	-	-	-
HGNC:3262	AGO1	Approved	EIF2C1	26523.0	-
HGNC:3263	AGO2	Approved	EIF2C2	27161.0	-
HGNC:18421	AGO3	Approved	EIF2C3	192669.0	NM_024852
HGNC:18424	AGO4	Approved	EIF2C4	192670.0	NM_017629
HGNC:324	AGPAT1	Approved	-	10554.0	NM_006411
HGNC:325	AGPAT2	Approved	BSCL	10555.0	NM_006412
HGNC:326	AGPAT3	Approved	-	56894.0	NM_020132
HGNC:20885	AGPAT4	Approved	-	56895.0	NM_020133
HGNC:20988	AGPAT4-IT1	Approved	C6orf59, NCRNA00241	79992.0	NR_024277
HGNC:20886	AGPAT5	Approved	-	55326.0	NM_018361
HGNC:37709	AGPAT5P1	Approved	-	646231.0	-
HGNC:327	AGPS	Approved	-	8540.0	-
HGNC:328	AGR2	Approved	-	10551.0	NM_006408
HGNC:24167	AGR3	Approved	-	155465.0	NM_176813
HGNC:329	AGRN	Approved	-	375790.0	NM_198576
HGNC:330	AGRP	Approved	-	181.0	-
HGNC:333	AGT	Approved	SERPINA8	183.0	NM_000029
HGNC:17258	AGTPBP1	Approved	-	23287.0	NM_015239
HGNC:336	AGTR1	Approved	AGTR1B	185.0	-
HGNC:338	AGTR2	Approved	-	186.0	NM_000686
HGNC:13539	AGTRAP	Approved	-	57085.0	NM_020350
HGNC:341	AGXT	Approved	SPAT	189.0	NM_000030
HGNC:14412	AGXT2	Approved	-	64902.0	NM_031900
HGNC:24618	AHCTF1	Approved	-	25909.0	NM_015446
HGNC:24620	AHCTF1P1	Approved	AHCTF1P	285116.0	NG_002622
HGNC:343	AHCY	Approved	-	191.0	NM_000687
HGNC:344	AHCYL1	Approved	-	10768.0	-
HGNC:22204	AHCYL2	Approved	-	23382.0	-
HGNC:44993	AHCYP1	Approved	-	340844.0	NG_022175
HGNC:44994	AHCYP2	Approved	-	392387.0	NG_021677
HGNC:44995	AHCYP3	Approved	-	402093.0	NG_021515
HGNC:44996	AHCYP4	Approved	-	129560.0	NG_021526
HGNC:44997	AHCYP5	Approved	-	391470.0	NG_021544
HGNC:44998	AHCYP6	Approved	-	100419714.0	NG_024541
HGNC:44999	AHCYP7	Approved	-	645486.0	NG_022129
HGNC:45000	AHCYP8	Approved	-	-	-
HGNC:25230	AHDC1	Approved	-	27245.0	-
HGNC:21575	AHI1	Approved	-	54806.0	NM_017651
HGNC:347	AHNAK	Approved	-	79026.0	NM_024060
HGNC:20125	AHNAK2	Approved	C14orf78	113146.0	NM_138420
HGNC:348	AHR	Approved	-	196.0	NM_001621
HGNC:346	AHRR	Approved	AHH, AHHR	57491.0	NM_020731
HGNC:1189	AHSA1	Approved	C14orf3	10598.0	NM_012111
HGNC:20437	AHSA2	Approved	-	130872.0	NM_152392
HGNC:349	AHSG	Approved	-	197.0	NM_001622
HGNC:18075	AHSP	Approved	ERAF	51327.0	NM_016633
HGNC:350	AIC	Approved	-	192.0	-
HGNC:13203	AICDA	Approved	-	57379.0	NM_020661
HGNC:25761	AIDA	Approved	C1orf80	64853.0	NM_022831
HGNC:352	AIF1	Approved	-	199.0	-
HGNC:28904	AIF1L	Approved	C9orf58	83543.0	NM_031426
HGNC:8768	AIFM1	Approved	PDCD8, NAMSD	9131.0	-
HGNC:44884	AIFM1P1	Approved	-	645120.0	NG_021350
HGNC:21411	AIFM2	Approved	AMID	84883.0	NM_032797
HGNC:26398	AIFM3	Approved	-	150209.0	NM_144704
HGNC:21607	AIG1	Approved	-	51390.0	NM_016108
HGNC:43926	AIG1P1	Approved	-	-	-
HGNC:355	AIH3	Approved	-	-	-
HGNC:356	AIM1	Approved	ST4	202.0	-
HGNC:17295	AIM1L	Approved	-	55057.0	NM_001039775.2
HGNC:357	AIM2	Approved	-	9447.0	NM_004833
HGNC:10648	AIMP1	Approved	SCYE1	9255.0	NM_004757
HGNC:16543	AIMP1P1	Approved	SCYE1P	170547.0	-
HGNC:43693	AIMP1P2	Approved	-	100873064.0	NG_032149
HGNC:20609	AIMP2	Approved	-	7965.0	NM_006303
HGNC:358	AIP	Approved	-	9049.0	-
HGNC:359	AIPL1	Approved	LCA4	23746.0	NM_014336
HGNC:360	AIRE	Approved	APECED	326.0	-
HGNC:34515	AIRN	Approved	-	100271873.0	-
HGNC:16304	AIS1	Approved	-	-	-
HGNC:23054	AIS2	Approved	-	378426.0	-
HGNC:23083	AIS3	Approved	-	378427.0	-
HGNC:30801	AJAP1	Approved	-	55966.0	NM_018836
HGNC:20250	AJUBA	Approved	JUB	84962.0	-
HGNC:361	AK1	Approved	-	203.0	-
HGNC:362	AK2	Approved	-	204.0	NM_001625
HGNC:24037	AK2P1	Approved	-	266920.0	NG_002393
HGNC:33542	AK2P2	Approved	-	339736.0	NG_009660
HGNC:17376	AK3	Approved	AK6, AK3L1	50808.0	NM_016282
HGNC:31099	AK3P2	Approved	-	100419074.0	-
HGNC:39062	AK3P3	Approved	-	100419075.0	NG_026542
HGNC:39063	AK3P4	Approved	-	100129959.0	-
HGNC:39064	AK3P5	Approved	-	100288319.0	-
HGNC:39065	AK3P6	Approved	-	100873789.0	NG_032224
HGNC:363	AK4	Approved	AK3, AK3L1	205.0	NM_013410
HGNC:364	AK4P1	Approved	AK3P1	206.0	NG_001070
HGNC:39066	AK4P2	Approved	-	100132104.0	-
HGNC:21596	AK4P3	Approved	AK3L2	645619.0	NG_007564
HGNC:39067	AK4P4	Approved	-	100128705.0	NG_021605
HGNC:39068	AK4P5	Approved	-	100526416.0	NG_027847
HGNC:39069	AK4P6	Approved	-	649288.0	NG_022085
HGNC:365	AK5	Approved	-	26289.0	NM_174858
HGNC:49151	AK6	Approved	-	102157402.0	NM_016283
HGNC:51678	AK6P1	Approved	-	100132086.0	-
HGNC:51679	AK6P2	Approved	-	100128817.0	-
HGNC:20091	AK7	Approved	-	122481.0	-
HGNC:26526	AK8	Approved	C9orf98	158067.0	NM_152572
HGNC:33814	AK9	Approved	C6orf224, AKD2, C6orf199, AKD1	221264.0	NM_001145128
HGNC:28285	AKAIN1	Approved	C18orf42	642597.0	NM_001145194
HGNC:367	AKAP1	Approved	PRKA1	8165.0	-
HGNC:372	AKAP2	Approved	PRKA2	11217.0	NM_001004065
HGNC:373	AKAP3	Approved	-	10566.0	NM_006422
HGNC:374	AKAP4	Approved	-	8852.0	NM_003886
HGNC:375	AKAP5	Approved	-	9495.0	-
HGNC:376	AKAP6	Approved	-	9472.0	NM_004274
HGNC:377	AKAP7	Approved	-	9465.0	NM_004842
HGNC:378	AKAP8	Approved	-	10270.0	NM_005858
HGNC:29857	AKAP8L	Approved	-	26993.0	NM_014371
HGNC:49758	AKAP8P1	Approved	-	646114.0	NG_021607
HGNC:379	AKAP9	Approved	-	10142.0	NM_005751
HGNC:368	AKAP10	Approved	-	11216.0	NM_007202
HGNC:369	AKAP11	Approved	-	11215.0	NM_016248
HGNC:370	AKAP12	Approved	-	9590.0	-
HGNC:371	AKAP13	Approved	LBC	11214.0	NM_007200
HGNC:24061	AKAP14	Approved	-	158798.0	NM_178813
HGNC:18783	AKAP17A	Approved	CXYorf3, SFRS17A	8227.0	NM_005088
HGNC:38514	AKAP17BP	Approved	AKAP16B, AKAP16BP	139516.0	NG_022632
HGNC:1170	AKIP1	Approved	C11orf17	56672.0	NM_020642
HGNC:25744	AKIRIN1	Approved	C1orf108	79647.0	NM_024595
HGNC:50794	AKIRIN1P1	Approved	-	100418731.0	-
HGNC:50797	AKIRIN1P2	Approved	-	-	-
HGNC:21407	AKIRIN2	Approved	C6orf166	55122.0	NM_018064
HGNC:50796	AKIRIN2P1	Approved	-	100216487.0	-
HGNC:24108	AKNA	Approved	-	80709.0	NM_030767
HGNC:28398	AKNAD1	Approved	C1orf62	254268.0	NM_152763
HGNC:380	AKR1A1	Approved	-	10327.0	NM_006066
HGNC:381	AKR1B1	Approved	ALDR1	231.0	NM_001628
HGNC:420	AKR1B1P1	Approved	ALDRL1	401982.0	NG_006432
HGNC:425	AKR1B1P2	Approved	ALDRP	236.0	-
HGNC:422	AKR1B1P3	Approved	ALDRL3	729347.0	NG_007132
HGNC:423	AKR1B1P4	Approved	ALDRL4	390402.0	NG_006989
HGNC:20002	AKR1B1P5	Approved	AKR1B1P	390482.0	NG_007013
HGNC:33498	AKR1B1P6	Approved	-	100129769.0	-
HGNC:33497	AKR1B1P7	Approved	-	126242.0	NG_009664
HGNC:33496	AKR1B1P8	Approved	-	392525.0	NG_009682
HGNC:382	AKR1B10	Approved	AKR1B11	57016.0	NM_020299
HGNC:45062	AKR1B10P1	Approved	-	340888.0	NG_022180
HGNC:45063	AKR1B10P2	Approved	-	643582.0	NG_022495
HGNC:37281	AKR1B15	Approved	-	441282.0	-
HGNC:384	AKR1C1	Approved	DDH1	1645.0	NM_001353
HGNC:385	AKR1C2	Approved	DDH2, TDD	1646.0	NM_001354
HGNC:386	AKR1C3	Approved	HSD17B5	8644.0	NM_003739
HGNC:387	AKR1C4	Approved	CHDR	1109.0	NM_001818
HGNC:44679	AKR1C5P	Approved	-	100996684.0	-
HGNC:44680	AKR1C6P	Approved	-	389932.0	NR_026743
HGNC:44681	AKR1C7P	Approved	-	648947.0	NG_023403
HGNC:23469	AKR1C8P	Approved	AKR1CL1	340811.0	NR_027916
HGNC:388	AKR1D1	Approved	SRD5B1	6718.0	NM_005989
HGNC:11288	AKR1D1P1	Approved	SRD5BP1, AKR1D1P	80701.0	NG_002683
HGNC:23437	AKR1E2	Approved	AKRDC1, AKR1CL2	83592.0	NM_031436
HGNC:389	AKR7A2	Approved	-	8574.0	NM_003689
HGNC:24062	AKR7A2P1	Approved	-	246182.0	-
HGNC:390	AKR7A3	Approved	-	22977.0	NM_012067
HGNC:24056	AKR7L	Approved	-	246181.0	NM_201252
HGNC:391	AKT1	Approved	-	207.0	NM_005163
HGNC:28426	AKT1S1	Approved	-	84335.0	NM_032375
HGNC:392	AKT2	Approved	-	208.0	NM_001626
HGNC:393	AKT3	Approved	-	10000.0	NM_181690
HGNC:41304	AKT3-IT1	Approved	-	-	-
HGNC:16710	AKTIP	Approved	FTS	64400.0	NM_022476
HGNC:395	ALAD	Approved	-	210.0	NM_001003945
HGNC:396	ALAS1	Approved	ALAS3, ALAS	211.0	-
HGNC:397	ALAS2	Approved	ASB	212.0	NM_000032
HGNC:399	ALB	Approved	-	213.0	NM_000477
HGNC:400	ALCAM	Approved	-	214.0	NM_001627
HGNC:402	ALDH1A1	Approved	PUMB1, ALDH1	216.0	-
HGNC:15472	ALDH1A2	Approved	-	8854.0	-
HGNC:409	ALDH1A3	Approved	ALDH6	220.0	-
HGNC:407	ALDH1B1	Approved	ALDH5	219.0	-
HGNC:3978	ALDH1L1	Approved	FTHFD	10840.0	NM_012190
HGNC:40244	ALDH1L1-AS1	Approved	-	-	-
HGNC:42446	ALDH1L1-AS2	Approved	-	-	-
HGNC:26777	ALDH1L2	Approved	-	160428.0	XM_090294
HGNC:404	ALDH2	Approved	-	217.0	NM_000690
HGNC:405	ALDH3A1	Approved	ALDH3	218.0	NM_000691
HGNC:403	ALDH3A2	Approved	SLS, ALDH10	224.0	-
HGNC:410	ALDH3B1	Approved	ALDH7	221.0	NM_000694
HGNC:411	ALDH3B2	Approved	ALDH8	222.0	NM_000695
HGNC:406	ALDH4A1	Approved	ALDH4	8659.0	-
HGNC:408	ALDH5A1	Approved	-	7915.0	-
HGNC:7179	ALDH6A1	Approved	MMSDH	4329.0	-
HGNC:877	ALDH7A1	Approved	ATQ1	501.0	NM_001182
HGNC:878	ALDH7A1P1	Approved	ATQL1	541.0	-
HGNC:879	ALDH7A1P2	Approved	ATQL2	542.0	-
HGNC:880	ALDH7A1P3	Approved	ATQL3	543.0	-
HGNC:881	ALDH7A1P4	Approved	ATQL4	544.0	-
HGNC:15471	ALDH8A1	Approved	-	64577.0	-
HGNC:412	ALDH9A1	Approved	ALDH7, ALDH4, ALDH9	223.0	-
HGNC:28114	ALDH16A1	Approved	-	126133.0	NM_153329
HGNC:9722	ALDH18A1	Approved	GSAS, PYCS	5832.0	NM_002860
HGNC:414	ALDOA	Approved	-	226.0	NM_000034
HGNC:415	ALDOAP1	Approved	-	391538.0	-
HGNC:416	ALDOAP2	Approved	-	228.0	-
HGNC:417	ALDOB	Approved	-	229.0	-
HGNC:418	ALDOC	Approved	-	230.0	-
HGNC:18294	ALG1	Approved	-	56052.0	NM_019109
HGNC:33721	ALG1L	Approved	-	200810.0	NM_001015050
HGNC:37258	ALG1L2	Approved	-	644974.0	NM_001136152
HGNC:44372	ALG1L3P	Approved	-	100132066.0	-
HGNC:44374	ALG1L5P	Approved	-	647415.0	-
HGNC:44375	ALG1L6P	Approved	-	339879.0	-
HGNC:44376	ALG1L7P	Approved	-	728263.0	-
HGNC:44377	ALG1L8P	Approved	-	645015.0	-
HGNC:44378	ALG1L9P	Approved	-	285407.0	-
HGNC:44379	ALG1L10P	Approved	-	-	-
HGNC:44380	ALG1L11P	Approved	-	-	-
HGNC:44381	ALG1L12P	Approved	-	100421097.0	-
HGNC:44382	ALG1L13P	Approved	-	-	-
HGNC:44383	ALG1L14P	Approved	-	100996649.0	-
HGNC:44384	ALG1L15P	Approved	-	730086.0	-
HGNC:23159	ALG2	Approved	-	85365.0	NM_033087
HGNC:23056	ALG3	Approved	-	10195.0	NM_005787
HGNC:45159	ALG3P1	Approved	-	442131.0	NG_004807
HGNC:20266	ALG5	Approved	-	29880.0	NM_013338
HGNC:23157	ALG6	Approved	-	29929.0	NM_013339
HGNC:23161	ALG8	Approved	-	79053.0	NM_024079
HGNC:15672	ALG9	Approved	DIBD1	79796.0	NM_024740
HGNC:41409	ALG9-IT1	Approved	-	-	-
HGNC:23162	ALG10	Approved	-	84920.0	NM_032834
HGNC:31088	ALG10B	Approved	-	144245.0	NM_001013620
HGNC:32456	ALG11	Approved	-	440138.0	NM_001004127
HGNC:19358	ALG12	Approved	-	79087.0	NM_024105
HGNC:30881	ALG13	Approved	GLT28D1, CXorf45	79868.0	NM_018466
HGNC:41277	ALG13-AS1	Approved	-	-	-
HGNC:28287	ALG14	Approved	-	199857.0	NM_144988
HGNC:427	ALK	Approved	-	238.0	NM_004304
HGNC:17911	ALKBH1	Approved	ALKBH	8846.0	NM_006020
HGNC:32487	ALKBH2	Approved	-	121642.0	NM_001001655
HGNC:30141	ALKBH3	Approved	-	221120.0	NM_139178
HGNC:48670	ALKBH3-AS1	Approved	-	100507300.0	-
HGNC:21900	ALKBH4	Approved	-	54784.0	NM_017621
HGNC:25996	ALKBH5	Approved	OFOXD1	54890.0	NM_017758
HGNC:28243	ALKBH6	Approved	-	84964.0	NM_032878
HGNC:21306	ALKBH7	Approved	SPATA11	84266.0	NM_032306
HGNC:25189	ALKBH8	Approved	-	91801.0	NM_138775
HGNC:17377	ALLC	Approved	-	55821.0	-
HGNC:428	ALMS1	Approved	-	7840.0	NM_015120
HGNC:41305	ALMS1-IT1	Approved	-	100874291.0	NR_046762
HGNC:29586	ALMS1P1	Approved	ALMS1L, ALMS1P	200420.0	NR_003683
HGNC:435	ALOX5	Approved	-	240.0	-
HGNC:436	ALOX5AP	Approved	-	241.0	NM_001629
HGNC:429	ALOX12	Approved	-	239.0	-
HGNC:51342	ALOX12-AS1	Approved	-	100506713.0	NR_040089
HGNC:430	ALOX12B	Approved	-	242.0	-
HGNC:431	ALOX12P1	Approved	ALOX12P	243.0	-
HGNC:432	ALOX12P2	Approved	-	245.0	-
HGNC:433	ALOX15	Approved	-	246.0	-
HGNC:434	ALOX15B	Approved	-	247.0	-
HGNC:13742	ALOX15P1	Approved	ALOX15P	100652883.0	NG_009476
HGNC:39027	ALOX15P2	Approved	-	642959.0	-
HGNC:13743	ALOXE3	Approved	-	59344.0	-
HGNC:44238	ALOXE3P1	Approved	-	100420216.0	NG_026215
HGNC:437	ALPI	Approved	-	248.0	NM_001631
HGNC:20917	ALPK1	Approved	-	80216.0	NM_025144
HGNC:20565	ALPK2	Approved	-	115701.0	NM_052947
HGNC:17574	ALPK3	Approved	-	57538.0	NM_020778
HGNC:438	ALPL	Approved	HOPS	249.0	NM_000478
HGNC:439	ALPP	Approved	-	250.0	NM_001632
HGNC:441	ALPPL2	Approved	-	251.0	NM_031313
HGNC:14016	ALPPP	Approved	-	-	-
HGNC:443	ALS2	Approved	ALS2CR6	57679.0	NM_020919
HGNC:20605	ALS2CL	Approved	-	259173.0	NM_147129
HGNC:14438	ALS2CR11	Approved	-	151254.0	NM_152525
HGNC:14439	ALS2CR12	Approved	-	130540.0	NM_139163
HGNC:444	ALS3	Approved	-	-	-
HGNC:446	ALS5	Approved	-	-	-
HGNC:34539	ALS7	Approved	-	406238.0	-
HGNC:1494	ALX1	Approved	CART1	8092.0	NM_006982
HGNC:449	ALX3	Approved	FND	257.0	NM_006492
HGNC:450	ALX4	Approved	PFM2	60529.0	-
HGNC:19071	ALYREF	Approved	THOC4	10189.0	NM_005782
HGNC:451	AMACR	Approved	-	23600.0	NM_014324
HGNC:452	AMBN	Approved	-	258.0	NM_016519
HGNC:453	AMBP	Approved	ITI, ITIL	259.0	NM_001633
