name	__APCluster	PRWP
EIF3F	10	4.13544723756e+224
CCDC33	38	4.00934425245e+223
ARHGEF10L	1	2.09291715494e+226
NR4A1	646	7.91781579975e+222
RAD23A	1	2.09291715494e+226
ING5	26	1.45823289874e+224
LMO7	13	4.5148739884e+224
EMD	2	9.07260189771e+224
SIAH1	116	5.28212591107e+223
SLC25A3	17	5.28956109109e+224
TRADD	645	0.0
SNRNP200	22	2.88729287814e+224
KDM2B	1	2.09291715494e+226
RRP12	4	4.45149841547e+224
UBE2L6	27	1.18785147219e+224
RNF19B	1	2.09291715494e+226
ZNF212	541	0.0
RND1	144	3.96428096674e+223
NUP133	19	3.11878227139e+224
TRIM23	644	0.0
SYNCRIP	56	3.97452600254e+223
DAPK1	17	5.28956109109e+224
RIPK3	17	5.28956109109e+224
FDXR	1	2.09291715494e+226
FDX1	280	5.57291843869e+223
CASP10	32	6.33783468437e+223
NOMO1	124	7.12603421978e+223
NCLN	1	2.09291715494e+226
SUPT5H	4	4.45149841547e+224
PHYHIP	1	2.09291715494e+226
CTSG	31	1.27169939413e+224
PPBP	2	9.07260189771e+224
CCT2	17	5.28956109109e+224
PPP2R2B	1	2.09291715494e+226
EIF4G3	1	2.09291715494e+226
CDH10	333	1.61479936528e+223
CDH6	333	1.61479936528e+223
FOLR1	83	8.74083358506e+223
SP1	8	5.22404647553e+224
ZBTB16	643	2.37534473993e+223
GRK2	1	2.09291715494e+226
AKAP12	1	2.09291715494e+226
PSEN1	58	8.78329141333e+223
APBA1	298	8.33763919024e+222
RAET1G	571	8.34897174777e+222
KLRK1	571	8.34897174777e+222
DST	2	9.07260189771e+224
PAK2	8	5.22404647553e+224
DHX9	27	1.18785147219e+224
TNFRSF1A	642	7.91781579975e+222
DNAJB12	1	2.09291715494e+226
RPL22	32	6.33783468437e+223
SMC4	19	3.11878227139e+224
NCAPH	1	2.09291715494e+226
CHEK2	1	2.09291715494e+226
RAD50	8	5.22404647553e+224
PSMD10	297	0.0
DOK2	117	6.33604366209e+223
PCNA	53	6.33783468437e+223
RECQL5	53	6.33783468437e+223
RNF165	18	3.45815948759e+224
TMEM132A	1	2.09291715494e+226
ALDOA	9	4.44662165937e+224
RPLP0P6	27	1.18785147219e+224
SFPQ	22	2.88729287814e+224
LRP12	394	1.58356315995e+223
NMRK2	394	1.58356315995e+223
BTRC	12	5.54907675057e+224
NEK9	71	7.91781579975e+222
PML	11	3.80887572204e+224
TERT	1	2.09291715494e+226
ACTA1	42	8.7948519822e+223
CNN1	42	8.7948519822e+223
PSMD4	15	3.67732043963e+224
PSMA4	15	3.67732043963e+224
PTGDS	9	4.44662165937e+224
MUC1	3	8.34894449257e+224
JUN	641	7.91781579975e+222
ITGA7	1	2.09291715494e+226
ZNF496	1	2.09291715494e+226
NSD1	25	2.91983828903e+224
COPS6	7	5.0358296188e+224
TCEB2	52	3.16891734219e+223
CUL5	52	3.16891734219e+223
DBP	1	2.09291715494e+226
CEBPA	19	3.11878227139e+224
LAMP2	1	2.09291715494e+226
UCHL1	15	3.67732043963e+224
PSTPIP1	1	2.09291715494e+226
SH3GLB1	1	2.09291715494e+226
ADAM15	1	2.09291715494e+226
ADD2	1	2.09291715494e+226
FYN	640	7.93572602261e+222
XRCC1	1	2.09291715494e+226
TSNAX	1	2.09291715494e+226
TSNAXIP1	1	2.09291715494e+226
FKBP10	172	3.16891734219e+223
ELN	172	3.16891734219e+223
EIF2S2	102	3.16891734219e+223
EIF2B4	112	9.55152758372e+223
ERBB4	1	2.09291715494e+226
ANKS1A	13	4.5148739884e+224
TCP1	14	3.39124887067e+224
SRSF2	4	4.45149841547e+224
GEMIN2	1	2.09291715494e+226
EIF3C	2	9.07260189771e+224
YWHAQ	639	7.91781579975e+222
KIF5C	4	4.45149841547e+224
BMPR1B	15	3.67732043963e+224
TNNT1	638	2.11499959117e+223
MUL1	18	3.45815948759e+224
SRCIN1	1	2.09291715494e+226
ARF3	74	6.86748009331e+223
PSMB6	637	0.0
ZNF76	8	5.22404647553e+224
TBP	21	2.77579225818e+224
BTK	1	2.09291715494e+226
RPL4	22	2.88729287814e+224
RPL10	2	9.07260189771e+224
TUBB2A	16	4.07520357399e+224
RPLP1	6	5.24795631237e+224
HIRIP3	4	4.45149841547e+224
HIST3H3	90	7.24463487046e+223
CDC20	73	3.16891734219e+223
KRT33A	73	3.16891734219e+223
XPNPEP3	23	2.61676935316e+224
SLC25A22	1	2.09291715494e+226
CASP4	147	2.37534473993e+223
MCAM	1	2.09291715494e+226
PTK2B	1	2.09291715494e+226
FOS	8	5.22404647553e+224
ABI1	9	4.44662165937e+224
RPL37A	27	1.18785147219e+224
KNG1	1	2.09291715494e+226
CORO1C	17	5.28956109109e+224
SOCS3	206	6.93689439453e+223
MAP1S	22	2.88729287814e+224
RIN1	1	2.09291715494e+226
HOXC11	1	2.09291715494e+226
CD2AP	1	2.09291715494e+226
RNF14	18	3.45815948759e+224
NCOA3	187	7.1675637646e+223
BMP6	1	2.09291715494e+226
SEPT4	116	5.28212591107e+223
NUAK1	51	3.95890789988e+223
S100A9	1	2.09291715494e+226
HLA-DPA1	66	1.25844523619e+224
NFE2L1	107	5.54426208211e+223
ACKR4	1	2.09291715494e+226
CCL11	1	2.09291715494e+226
PTMS	1	2.09291715494e+226
POLR2B	19	3.11878227139e+224
TAF7	214	0.0
TAF5	64	3.95890789988e+223
NGFR	7	5.0358296188e+224
IRF7	1	2.09291715494e+226
PRKCB	2	9.07260189771e+224
SSSCA1	1	2.09291715494e+226
CCT7	7	5.0358296188e+224
MRPL3	25	2.91983828903e+224
MRPS9	86	0.0
CEP78	37	8.25137949289e+223
STK3	51	3.95890789988e+223
SIVA1	53	6.33783468437e+223
BRCA1	636	8.49094293135e+222
RPL19	1	2.09291715494e+226
RPL27A	32	6.33783468437e+223
STAT1	124	7.12603421978e+223
NR5A2	1	2.09291715494e+226
SPARC	1	2.09291715494e+226
PLAT	1	2.09291715494e+226
INSR	1	2.09291715494e+226
ARF1	122	1.58356315995e+223
ARRB2	635	8.07399682641e+222
STAU1	178	2.44724775124e+223
PIGU	294	2.41016298983e+223
GPAA1	294	2.41016298983e+223
UBE2E3	634	0.0
ARID3A	1	2.09291715494e+226
DDX3X	17	5.28956109109e+224
DDX58	1	2.09291715494e+226
RNF10	5	3.83226726028e+224
CXCR2	134	5.61267418751e+223
CSF1	1	2.09291715494e+226
ALX4	1	2.09291715494e+226
ALX1	8	5.22404647553e+224
TPPP	1	2.09291715494e+226
SNCA	6	5.24795631237e+224
SUGT1	14	3.39124887067e+224
S100A6	24	2.91576249457e+224
TADA2A	19	3.11878227139e+224
OSTF1	2	9.07260189771e+224
LIN7C	68	8.71497044659e+223
KCNJ12	298	8.33763919024e+222
RNF2	633	0.0
AKAP8L	14	3.39124887067e+224
EIF1B	110	3.18503654276e+223
PCMT1	1	2.09291715494e+226
MNAT1	1	2.09291715494e+226
GTF2H3	1	2.09291715494e+226
JAK2	278	3.16891734219e+223
DHX30	1	2.09291715494e+226
KEAP1	25	2.91983828903e+224
SQSTM1	3	8.34894449257e+224
S100A7	14	3.39124887067e+224
BBS9	151	9.00476077838e+223
PAK1	84	6.18534405259e+223
KCNH2	1	2.09291715494e+226
BAG2	14	3.39124887067e+224
NPLOC4	1	2.09291715494e+226
RAD23B	1	2.09291715494e+226
XIAP	17	5.28956109109e+224
XPO4	194	3.1671263199e+223
RFC1	150	6.38519009028e+223
C20orf24	106	1.19299532703e+224
AIFM1	17	5.28956109109e+224
IGFBP3	221	5.35704433908e+223
KLKB1	221	5.35704433908e+223
MCC	632	7.91781579975e+222
TP53BP1	8	5.22404647553e+224
USP28	1	2.09291715494e+226
TFIP11	1	2.09291715494e+226
PRDX1	17	5.28956109109e+224
CABIN1	36	4.82447465211e+223
AP1M1	1	2.09291715494e+226
KIF13A	1	2.09291715494e+226
PKD1	1	2.09291715494e+226
STX5	58	8.78329141333e+223
ACOT13	1	2.09291715494e+226
RBBP6	56	3.97452600254e+223
PRUNE1	6	5.24795631237e+224
SNRPB	20	2.05224705047e+224
PSMD1	12	5.54907675057e+224
GRB7	13	4.5148739884e+224
SHMT1	1	2.09291715494e+226
CARS	180	3.20788426454e+223
ERC2	393	7.91781579975e+222
RIMS1	117	6.33604366209e+223
AKAP17A	283	1.62846977704e+223
EIF4A2	283	1.62846977704e+223
GNAI2	195	6.07390749105e+223
NCF2	50	7.92352489885e+223
FXR2	204	4.48855330881e+223
BHMT	151	9.00476077838e+223
BBS1	631	2.11858163575e+223
SGCA	259	9.53003531628e+223
SGCD	259	9.53003531628e+223
RAB8B	1	2.09291715494e+226
TAF11	64	3.95890789988e+223
HAT1	89	6.45783317755e+223
HIST1H3A	89	6.45783317755e+223
PPP1R7	2	9.07260189771e+224
PPAN	4	4.45149841547e+224
PARD3	13	4.5148739884e+224
TIAM1	19	3.11878227139e+224
SNRPF	27	1.18785147219e+224
TRIM35	18	3.45815948759e+224
GGA2	10	4.13544723756e+224
LRP3	1	2.09291715494e+226
XRCC6	630	0.0
GZMB	1	2.09291715494e+226
LAT	1	2.09291715494e+226
CAPZA1	17	5.28956109109e+224
TWF2	1	2.09291715494e+226
ADCY1	570	1.58535418224e+223
ADCY2	570	1.58535418224e+223
XPOT	14	3.39124887067e+224
PRPSAP1	21	2.77579225818e+224
IL2	1	2.09291715494e+226
SHC1	629	7.91781579975e+222
CSNK1A1	23	2.61676935316e+224
COL3A1	150	6.38519009028e+223
IL18	68	8.71497044659e+223
IL1RL2	1	2.09291715494e+226
RPS16	14	3.39124887067e+224
RPS3	628	7.91781579975e+222
UBOX5	15	3.67732043963e+224
HRNR	1	2.09291715494e+226
IDH3G	1	2.09291715494e+226
IDH3A	3	8.34894449257e+224
ETS1	1	2.09291715494e+226
ARID4B	85	3.95890789988e+223
APPL1	165	7.91781579975e+222
RAB21	165	7.91781579975e+222
TXNDC17	239	5.54963514897e+223
OXT	1	2.09291715494e+226
PUF60	70	8.76540679916e+223
RALA	122	1.58356315995e+223
GPRASP1	88	4.75068947985e+223
TFG	22	2.88729287814e+224
PRAM1	1	2.09291715494e+226
PFN1	41	1.28989381385e+224
TLE1	7	5.0358296188e+224
S1PR2	29	1.66804889806e+224
GNA13	1	2.09291715494e+226
YARS	108	7.91781579975e+223
H2AFX	627	8.1154835509e+222
LMTK3	1	2.09291715494e+226
GAPVD1	1	2.09291715494e+226
PRKCD	1	2.09291715494e+226
RMND5A	1	2.09291715494e+226
MAEA	1	2.09291715494e+226
COMMD1	1	2.09291715494e+226
MET	1	2.09291715494e+226
BAG1	1	2.09291715494e+226
LAP3	109	1.03056976957e+224
PELO	1	2.09291715494e+226
RRAS	1	2.09291715494e+226
MLLT4	1	2.09291715494e+226
FBLN1	626	1.58356315995e+223
VCAN	263	3.18503654276e+223
UBE2G2	115	3.20065464543e+223
MALT1	1	2.09291715494e+226
ZYX	156	1.58356315995e+223
RPH3AL	156	1.58356315995e+223
MFNG	47	1.35642316821e+224
COG6	1	2.09291715494e+226
COG4	12	5.54907675057e+224
COL4A3	1	2.09291715494e+226
RNF125	18	3.45815948759e+224
CEP95	21	2.77579225818e+224
MACF1	12	5.54907675057e+224
MAPK9	1	2.09291715494e+226
IGF2BP1	6	5.24795631237e+224
SMYD2	6	5.24795631237e+224
LIN9	112	9.55152758372e+223
E2F4	112	9.55152758372e+223
MAP2K2	28	7.17810492601e+223
NOS3	1	2.09291715494e+226
ELAVL1	20	2.05224705047e+224
MAPK12	31	1.27169939413e+224
SNTA1	3	8.34894449257e+224
CAD	17	5.28956109109e+224
MARCH3	39	8.09539795519e+223
TRAF7	18	3.45815948759e+224
NCF1	25	2.91983828903e+224
APOA1	2	9.07260189771e+224
F10	396	3.24261137579e+223
HIST1H1C	25	2.91983828903e+224
S100Z	569	7.91781579975e+222
S100P	569	7.91781579975e+222
CCDC22	1	2.09291715494e+226
FUT4	380	2.37534473993e+223
TFE3	1	2.09291715494e+226
HDAC4	13	4.5148739884e+224
ANKRA2	1	2.09291715494e+226
TOPORS	18	3.45815948759e+224
SLC35F6	274	3.17070836447e+223
SEC11A	146	3.21577165018e+223
NEB	12	5.54907675057e+224
BIRC3	17	5.28956109109e+224
CTDP1	40	9.55718837913e+223
OPRL1	1	2.09291715494e+226
RGS19	2	9.07260189771e+224
FCN1	1	2.09291715494e+226
MASP1	2	9.07260189771e+224
EXT1	1	2.09291715494e+226
UBB	24	2.91576249457e+224
MGEA5	6	5.24795631237e+224
SPAG5	1	2.09291715494e+226
SMAD7	1	2.09291715494e+226
HCFC1	136	7.9352249247e+223
HCFC1R1	136	7.9352249247e+223
ATF1	1	2.09291715494e+226
CREM	10	4.13544723756e+224
DEPTOR	1	2.09291715494e+226
MTOR	6	5.24795631237e+224
PRKCA	42	8.7948519822e+223
ARHGEF1	59	7.94905200508e+223
DOCK1	1	2.09291715494e+226
SMARCE1	1	2.09291715494e+226
TRAF3IP1	1	2.09291715494e+226
DYRK1A	21	2.77579225818e+224
DCAF7	13	4.5148739884e+224
EEF1G	180	3.20788426454e+223
KLHL18	180	3.20788426454e+223
RANBP2	12	5.54907675057e+224
OPN1LW	1	2.09291715494e+226
BCL6	8	5.22404647553e+224
VBP1	14	3.39124887067e+224
UPF1	62	7.13140728664e+223
GSPT2	1	2.09291715494e+226
CHMP4A	257	0.0
ULK2	71	7.91781579975e+222
FTL	1	2.09291715494e+226
PTMA	8	5.22404647553e+224
SIRT3	1	2.09291715494e+226
ADCYAP1	247	7.91781579975e+222
SCTR	247	7.91781579975e+222
CEBPE	1	2.09291715494e+226
BRF1	33	7.92856193347e+223
DTNBP1	33	7.92856193347e+223
RPLP2	27	1.18785147219e+224
SALL1	1	2.09291715494e+226
UBE2L3	2	9.07260189771e+224
TRIM39	5	3.83226726028e+224
PRR13	294	2.41016298983e+223
NCAPG2	34	4.90299190415e+223
TAL1	34	4.90299190415e+223
IPO8	21	2.77579225818e+224
GDF6	1	2.09291715494e+226
FUCA1	1	2.09291715494e+226
PPP2R5A	1	2.09291715494e+226
IFNL3	568	2.37534473993e+223
IL10RB	568	2.37534473993e+223
MTNR1A	1	2.09291715494e+226
AP1S1	117	6.33604366209e+223
RAB10	117	6.33604366209e+223
RGS14	1	2.09291715494e+226
GNAO1	625	1.58356315995e+223
IL6ST	356	2.37713576221e+223
PLAUR	356	2.37713576221e+223
AP2M1	9	4.44662165937e+224
STK11	1	2.09291715494e+226
USP8	13	4.5148739884e+224
CHMP1A	1	2.09291715494e+226
TIMM50	17	5.28956109109e+224
PNO1	121	4.75427152442e+223
RAB5C	1	2.09291715494e+226
DNAAF5	1	2.09291715494e+226
TSC22D1	624	7.91781579975e+222
KLHL20	1	2.09291715494e+226
CEP170	1	2.09291715494e+226
CRCP	1	2.09291715494e+226
DACT1	16	4.07520357399e+224
TNFSF11	15	3.67732043963e+224
CHUK	623	2.11320856889e+223
SNAP25	1	2.09291715494e+226
VAMP8	1	2.09291715494e+226
MRTO4	1	2.09291715494e+226
RSL24D1	1	2.09291715494e+226
TRIM27	622	7.93572602261e+222
TAF9	19	3.11878227139e+224
XPC	1	2.09291715494e+226
CHAF1A	21	2.77579225818e+224
THRA	1	2.09291715494e+226
SIAH2	1	2.09291715494e+226
SH3RF1	1	2.09291715494e+226
CASP7	1	2.09291715494e+226
RPS20	621	7.91781579975e+222
TERF2	1	2.09291715494e+226
ORC2	291	2.37534473993e+223
C2orf73	37	8.25137949289e+223
TRIM43	18	3.45815948759e+224
THRAP3	22	2.88729287814e+224
GRIP1	374	2.11679061346e+223
GRIA2	285	1.58356315995e+223
CTNNA1	12	5.54907675057e+224
SPTB	1	2.09291715494e+226
DMTN	1	2.09291715494e+226
DNAJA1	17	5.28956109109e+224
RPL23	17	5.28956109109e+224
PRKDC	17	5.28956109109e+224
DOCK4	1	2.09291715494e+226
PAPSS2	1	2.09291715494e+226
MST1R	21	2.77579225818e+224
TRIM46	16	4.07520357399e+224
UBE2Z	24	2.91576249457e+224
PARP1	15	3.67732043963e+224
POU2F1	1	2.09291715494e+226
TEC	1	2.09291715494e+226
KRT13	12	5.54907675057e+224
HSCB	151	9.00476077838e+223
HEATR1	19	3.11878227139e+224
TTBK1	1	2.09291715494e+226
ATP2B4	31	1.27169939413e+224
KPNA1	1	2.09291715494e+226
SET	3	8.34894449257e+224
SNX18	1	2.09291715494e+226
USP15	133	3.97452600254e+223
DFFA	1	2.09291715494e+226
NDEL1	620	7.97154646834e+222
CBX1	90	7.24463487046e+223
TRIM24	1	2.09291715494e+226
TMCC2	1	2.09291715494e+226
WWOX	1	2.09291715494e+226
UHRF2	619	0.0
STAT6	1	2.09291715494e+226
CEBPB	19	3.11878227139e+224
DDX46	20	2.05224705047e+224
CNTN2	1	2.09291715494e+226
TUBG1	1	2.09291715494e+226
CBX7	89	6.45783317755e+223
GNG12	17	5.28956109109e+224
PHB2	618	0.0
MTHFD1	15	3.67732043963e+224
SLC25A6	14	3.39124887067e+224
CDK11B	22	2.88729287814e+224
CDK5RAP3	1	2.09291715494e+226
UFL1	147	2.37534473993e+223
ZNF10	1	2.09291715494e+226
AVP	239	5.54963514897e+223
AVPR2	239	5.54963514897e+223
RPS29	1	2.09291715494e+226
MT-CO2	21	2.77579225818e+224
IL12RB2	206	6.93689439453e+223
INHBC	1	2.09291715494e+226
INHBB	1	2.09291715494e+226
PRKAA2	30	1.21616420625e+224
PRKAB1	2	9.07260189771e+224
MED14	55	7.93701594699e+223
CDK8	55	7.93701594699e+223
CDC37	617	7.91781579975e+222
NLRC5	1	2.09291715494e+226
PRSS23	1	2.09291715494e+226
KAT2B	72	7.33318378895e+223
GRK5	163	8.51351566392e+223
AGTR1	1	2.09291715494e+226
MAD2L1	12	5.54907675057e+224
MBL2	1	2.09291715494e+226
FCGR1A	1	2.09291715494e+226
MPDZ	3	8.34894449257e+224
PLEKHA2	3	8.34894449257e+224
TXNL4A	295	2.37713576221e+223
HNRNPF	1	2.09291715494e+226
GRIA3	83	8.74083358506e+223
PPM1G	1	2.09291715494e+226
YBX1	15	3.67732043963e+224
CALB1	375	1.58356315995e+223
TRPV5	375	1.58356315995e+223
HERC5	130	8.18353401536e+223
DDRGK1	1	2.09291715494e+226
IPO11	106	1.19299532703e+224
NCKAP1L	1	2.09291715494e+226
KRT31	1	2.09291715494e+226
TEP1	42	8.7948519822e+223
FOXG1	1	2.09291715494e+226
DPYSL3	1	2.09291715494e+226
IRAK1	1	2.09291715494e+226
MAPK14	616	8.09757332803e+222
INTS6L	1	2.09291715494e+226
COL1A2	1	2.09291715494e+226
RALB	1	2.09291715494e+226
SKP2	26	1.45823289874e+224
SPDYA	1	2.09291715494e+226
HNRNPH1	17	5.28956109109e+224
RGS3	21	2.77579225818e+224
SMAD1	615	0.0
ZCCHC8	1	2.09291715494e+226
FKBP8	1	2.09291715494e+226
PNLIP	21	2.77579225818e+224
TGFA	231	4.67794932375e+223
LAMC1	43	1.33904310602e+224
PDIA3	43	1.33904310602e+224
SNRPD3	20	2.05224705047e+224
COL2A1	94	1.35601485397e+224
COL9A3	94	1.35601485397e+224
ARPC5L	293	8.44575582707e+222
ARPC2	293	8.44575582707e+222
NPY2R	134	5.61267418751e+223
TUBB4B	244	0.0
SOCS6	5	3.83226726028e+224
HMGXB4	1	2.09291715494e+226
GABRA3	101	9.50675202656e+223
UBQLN1	8	5.22404647553e+224
STAT5A	614	8.90615455548e+222
SERPINE2	154	4.48855330881e+223
COL4A1	154	4.48855330881e+223
MSL2	21	2.77579225818e+224
KCNIP2	567	7.91781579975e+222
KCNIP4	567	7.91781579975e+222
GTF2A2	64	3.95890789988e+223
GTF2E1	179	2.40221007422e+223
SKIL	1	2.09291715494e+226
CPNE2	7	5.0358296188e+224
SYK	1	2.09291715494e+226
CBLB	39	8.09539795519e+223
GNAI1	54	1.02198738664e+224
GPR50	54	1.02198738664e+224
KHK	1	2.09291715494e+226
BYSL	32	6.33783468437e+223
BCR	1	2.09291715494e+226
VAV1	1	2.09291715494e+226
BAK1	169	2.39275386488e+223
AKAP13	130	8.18353401536e+223
SSTR3	3	8.34894449257e+224
SRP72	1	2.09291715494e+226
TH	1	2.09291715494e+226
NDRG1	1	2.09291715494e+226
GRIN2C	31	1.27169939413e+224
FOXO3	2	9.07260189771e+224
MAD1L1	1	2.09291715494e+226
SIN3B	136	7.9352249247e+223
ABI3	1	2.09291715494e+226
MAST2	16	4.07520357399e+224
ZBTB7A	1	2.09291715494e+226
TCF3	370	7.91781579975e+222
PKM	7	5.0358296188e+224
EGLN3	2	9.07260189771e+224
DZIP3	18	3.45815948759e+224
SERPINA5	234	6.59817983313e+223
F2	234	6.59817983313e+223
IRS1	13	4.5148739884e+224
CENPA	1	2.09291715494e+226
FHIT	1	2.09291715494e+226
USP11	182	7.91781579975e+222
NPHS1	1	2.09291715494e+226
TCL1A	1	2.09291715494e+226
HIST3H2A	176	2.37534473993e+223
FAM96B	1	2.09291715494e+226
MLF2	193	3.17429040905e+223
MCM7	15	3.67732043963e+224
RPS27	17	5.28956109109e+224
RFWD2	13	4.5148739884e+224
ETV1	8	5.22404647553e+224
RIOK2	4	4.45149841547e+224
ABCD3	193	3.17429040905e+223
HADHB	7	5.0358296188e+224
SMC3	12	5.54907675057e+224
HOXB7	262	7.91781579975e+222
VDAC1	15	3.67732043963e+224
PANK2	1	2.09291715494e+226
MCM4	1	2.09291715494e+226
LIFR	91	1.35099343857e+224
RGL4	265	3.1671263199e+223
GZMA	1	2.09291715494e+226
THBD	234	6.59817983313e+223
PROC	16	4.07520357399e+224
PADI4	90	7.24463487046e+223
KDELR2	166	2.37534473993e+223
SERINC3	166	2.37534473993e+223
PPP5C	1	2.09291715494e+226
ICAM4	99	8.97710661763e+223
HOXD4	8	5.22404647553e+224
PBX1	1	2.09291715494e+226
TP53AIP1	1	2.09291715494e+226
PTPRF	1	2.09291715494e+226
NID1	154	4.48855330881e+223
AURKA	3	8.34894449257e+224
KIF5B	12	5.54907675057e+224
SPTAN1	2	9.07260189771e+224
DES	1	2.09291715494e+226
TEK	3	8.34894449257e+224
HAUS6	5	3.83226726028e+224
HAUS7	5	3.83226726028e+224
TNFRSF10D	149	0.0
RPS23	27	1.18785147219e+224
VPS41	111	7.91781579975e+222
MON1B	111	7.91781579975e+222
RPL31	9	4.44662165937e+224
RNF144B	26	1.45823289874e+224
KDR	102	3.16891734219e+223
LNX2	1	2.09291715494e+226
YARS2	73	3.16891734219e+223
SEC61B	1	2.09291715494e+226
ARL6	286	4.75068947985e+223
AMPH	2	9.07260189771e+224
ECSIT	15	3.67732043963e+224
NDUFAF1	1	2.09291715494e+226
LRP2	191	9.79038046504e+223
MYCBPAP	147	2.37534473993e+223
RNF4	18	3.45815948759e+224
CSF2RB	1	2.09291715494e+226
EPOR	1	2.09291715494e+226
TOPBP1	1	2.09291715494e+226
HSPA4	15	3.67732043963e+224
APIP	1	2.09291715494e+226
RNF113B	1	2.09291715494e+226
NPHP1	129	1.03218168963e+224
FLNC	129	1.03218168963e+224
MEF2D	8	5.22404647553e+224
TMED2	1	2.09291715494e+226
MYO6	17	5.28956109109e+224
MS4A1	1	2.09291715494e+226
TDG	1	2.09291715494e+226
SUMO3	7	5.0358296188e+224
TGIF1	1	2.09291715494e+226
STK16	1	2.09291715494e+226
EDNRA	1	2.09291715494e+226
CD53	66	1.25844523619e+224
SNW1	2	9.07260189771e+224
FN1	44	1.27001199053e+224
PGM5	1	2.09291715494e+226
PELP1	5	3.83226726028e+224
SENP3	8	5.22404647553e+224
RHOC	1	2.09291715494e+226
ARHGDIA	2	9.07260189771e+224
CDC34	4	4.45149841547e+224
SNX6	1	2.09291715494e+226
PLCG2	1	2.09291715494e+226
RPL17	1	2.09291715494e+226
SPA17	268	0.0
AKAP3	268	0.0
SMARCB1	19	3.11878227139e+224
SMARCD1	613	0.0
TLR4	1	2.09291715494e+226
NUP58	12	5.54907675057e+224
NUP54	12	5.54907675057e+224
TNNI2	1	2.09291715494e+226
TRIM63	1	2.09291715494e+226
CEP63	1	2.09291715494e+226
CLEC3B	7	5.0358296188e+224
CD244	1	2.09291715494e+226
ANAPC2	73	3.16891734219e+223
COL4A5	7	5.0358296188e+224
MATN2	9	4.44662165937e+224
RBCK1	15	3.67732043963e+224
UBE2G1	1	2.09291715494e+226
YES1	1	2.09291715494e+226
CDCP1	1	2.09291715494e+226
PPP6R3	1	2.09291715494e+226
PPP6C	1	2.09291715494e+226
PIK3CA	223	7.12603421978e+223
SPTBN2	12	5.54907675057e+224
SRGAP2	1	2.09291715494e+226
VCP	612	1.58356315995e+223
TIAF1	17	5.28956109109e+224
PROX1	1	2.09291715494e+226
PPFIA4	393	7.91781579975e+222
PRPSAP2	21	2.77579225818e+224
SLC25A5	17	5.28956109109e+224
JAK3	161	3.55045137279e+223
C1QB	25	2.91983828903e+224
HRG	1	2.09291715494e+226
RBL1	2	9.07260189771e+224
TAGLN2	1	2.09291715494e+226
CDC16	1	2.09291715494e+226
ANAPC11	1	2.09291715494e+226
RAB11B	3	8.34894449257e+224
PDE3B	1	2.09291715494e+226
PYGM	14	3.39124887067e+224
DEGS1	230	3.95890789988e+223
EIF4G1	1	2.09291715494e+226
G3BP1	22	2.88729287814e+224
SFXN1	3	8.34894449257e+224
CDH1	1	2.09291715494e+226
ITGAE	1	2.09291715494e+226
DDB1	48	8.18711605994e+223
DCAF12	48	8.18711605994e+223
PYCARD	97	5.77472937894e+223
SRF	97	5.77472937894e+223
CD55	189	5.31694416098e+223
ADGRE5	189	5.31694416098e+223
USP7	1	2.09291715494e+226
RNF181	18	3.45815948759e+224
STIP1	130	8.18353401536e+223
ELSPBP1	34	4.90299190415e+223
EPAS1	12	5.54907675057e+224
VPS11	5	3.83226726028e+224
PGRMC1	193	3.17429040905e+223
BAHD1	11	3.80887572204e+224
MYSM1	1	2.09291715494e+226
PRMT5	611	0.0
ARID4A	1	2.09291715494e+226
EID1	1	2.09291715494e+226
WBP2	1	2.09291715494e+226
DCLRE1A	1	2.09291715494e+226
SMARCC2	14	3.39124887067e+224
PAK3	1	2.09291715494e+226
ARHGEF6	1	2.09291715494e+226
SCG5	287	2.37534473993e+223
PCSK2	1	2.09291715494e+226
PRPF6	19	3.11878227139e+224
PRPF4	295	2.37713576221e+223
EIF3D	110	3.18503654276e+223
EPB42	1	2.09291715494e+226
EPB41	1	2.09291715494e+226
DLL1	47	1.35642316821e+224
STRN3	1	2.09291715494e+226
GAA	8	5.22404647553e+224
VARS	9	4.44662165937e+224
ULK1	1	2.09291715494e+226
GABARAPL1	225	8.07399682641e+222
BBS4	1	2.09291715494e+226
ALDOB	299	7.91781579975e+222
ZNF142	1	2.09291715494e+226
POLR1A	1	2.09291715494e+226
POLR3A	1	2.09291715494e+226
FGD1	1	2.09291715494e+226
CTTN	273	1.58356315995e+223
PRKRA	1	2.09291715494e+226
AGO4	1	2.09291715494e+226
IFNAR1	1	2.09291715494e+226
KLK3	221	5.35704433908e+223
PTPN5	1	2.09291715494e+226
HSPA2	1	2.09291715494e+226
LIG1	1	2.09291715494e+226
DBN1	2	9.07260189771e+224
HOMER2	1	2.09291715494e+226
NAP1L1	1	2.09291715494e+226
SH3RF2	1	2.09291715494e+226
SP100	1	2.09291715494e+226
MSL1	155	3.16891734219e+223
DLG1	14	3.39124887067e+224
PTPN21	1	2.09291715494e+226
LASP1	10	4.13544723756e+224
PPIH	1	2.09291715494e+226
PRPF18	1	2.09291715494e+226
CDKN1B	1	2.09291715494e+226
SERPINF2	1	2.09291715494e+226
DEFA1	6	5.24795631237e+224
HSD17B4	1	2.09291715494e+226
ACAA1	1	2.09291715494e+226
HOMER3	201	7.65567962871e+223
HOMER1	201	7.65567962871e+223
MYL12B	1	2.09291715494e+226
MYLIP	5	3.83226726028e+224
